<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2025.09.09	00:03:30.477	147.423	147.547			6
2025.09.09	00:04:00.278	147.423				2
2025.09.09	00:04:30.708		147.547			4
2025.09.09	00:05:00.305	147.423				2
2025.09.09	00:05:06.773	147.429				2
2025.09.09	00:05:07.078	147.437	147.548			6
2025.09.09	00:05:09.547		147.550			4
2025.09.09	00:05:09.856	147.443	147.549			6
2025.09.09	00:05:11.088	147.445	147.550			6
2025.09.09	00:05:12.007	147.447	147.549			6
2025.09.09	00:05:13.836	147.453	147.550			6
2025.09.09	00:05:14.142	147.452	147.549			6
2025.09.09	00:05:17.817	147.463	147.550			6
2025.09.09	00:05:18.723	147.464	147.551			6
2025.09.09	00:05:30.911	147.470	147.557			6
2025.09.09	00:05:31.517	147.472	147.559			6
2025.09.09	00:05:47.034	147.474	147.561			6
2025.09.09	00:05:51.888	147.475	147.562			6
2025.09.09	00:06:00.111	147.475				2
2025.09.09	00:06:04.964	147.470	147.557			6
2025.09.09	00:06:05.577	147.451	147.549			6
2025.09.09	00:06:07.124	147.448				2
2025.09.09	00:06:09.576		147.548			4
2025.09.09	00:06:11.734	147.447				2
2025.09.09	00:07:00.290	147.443				2
2025.09.09	00:07:05.557	147.440				2
2025.09.09	00:07:09.884		147.548			4
2025.09.09	00:07:17.604	147.461				2
2025.09.09	00:08:00.213	147.461				2
2025.09.09	00:08:10.103		147.548			4
2025.09.09	00:09:00.292	147.457				2
2025.09.09	00:09:10.128		147.548			4
2025.09.09	00:09:13.837	147.462	147.549			6
2025.09.09	00:09:14.763	147.438	147.548			6
2025.09.09	00:09:30.568	147.436				2
2025.09.09	00:09:33.642	147.438				2
2025.09.09	00:09:37.641	147.439				2
2025.09.09	00:09:41.644	147.440				2
2025.09.09	00:09:45.648	147.441				2
2025.09.09	00:09:49.665	147.445				2
2025.09.09	00:09:53.669	147.446				2
2025.09.09	00:10:00.138	147.446				2
2025.09.09	00:10:11.208	147.432				2
2025.09.09	00:10:14.890		147.548			4
2025.09.09	00:11:00.015	147.432				2
2025.09.09	00:11:04.651	147.445				2
2025.09.09	00:11:06.196	147.446				2
2025.09.09	00:11:06.811	147.432				2
2025.09.09	00:11:07.742	147.446				2
2025.09.09	00:11:14.235	147.432				2
2025.09.09	00:11:15.163	147.446	147.548			6
2025.09.09	00:11:21.338	147.432				2
2025.09.09	00:11:22.575	147.446				2
2025.09.09	00:11:28.753	147.432				2
2025.09.09	00:11:29.679	147.446				2
2025.09.09	00:11:35.861	147.432				2
2025.09.09	00:11:36.782	147.446				2
2025.09.09	00:12:00.237	147.446				2
2025.09.09	00:12:10.420	147.443				2
2025.09.09	00:12:15.356		147.548			4
2025.09.09	00:12:40.369	147.446				2
2025.09.09	00:12:46.556	147.444				2
2025.09.09	00:12:48.409	147.446				2
2025.09.09	00:13:00.108	147.446				2
2025.09.09	00:13:10.282	147.445	147.549			6
2025.09.09	00:13:10.593		147.548			4
2025.09.09	00:13:15.222	147.448	147.549			6
2025.09.09	00:13:36.534	147.446				2
2025.09.09	00:13:39.920	147.448	147.548			6
2025.09.09	00:13:40.232		147.549			4
2025.09.09	00:14:00.004	147.448				2
2025.09.09	00:14:10.503	147.444				2
2025.09.09	00:14:19.140	147.446	147.548			6
2025.09.09	00:14:56.993	147.444	147.549			6
2025.09.09	00:15:00.089	147.444				2
2025.09.09	00:15:01.327	147.446	147.548			6
2025.09.09	00:15:25.341	147.448				2
2025.09.09	00:15:34.000	147.446	147.549			6
2025.09.09	00:15:35.551	147.442	147.548			6
2025.09.09	00:15:36.177	147.444				2
2025.09.09	00:15:44.200	147.446	147.549			6
2025.09.09	00:16:00.267	147.446				2
2025.09.09	00:16:06.761	147.445				2
2025.09.09	00:16:07.064	147.434				2
2025.09.09	00:16:07.996	147.445				2
2025.09.09	00:16:09.555		147.548			4
2025.09.09	00:17:00.262	147.445				2
2025.09.09	00:17:07.043	147.448	147.549			6
2025.09.09	00:17:10.131		147.548			4
2025.09.09	00:17:11.982	147.450	147.549			6
2025.09.09	00:17:12.289	147.447	147.548			6
2025.09.09	00:17:24.651	147.448	147.549			6
2025.09.09	00:17:31.127	147.447	147.548			6
2025.09.09	00:17:39.773	147.448	147.549			6
2025.09.09	00:17:44.394	147.447				2
2025.09.09	00:17:52.386		147.548			4
2025.09.09	00:17:53.008		147.549			4
2025.09.09	00:18:00.090	147.447				2
2025.09.09	00:18:08.113	147.444				2
2025.09.09	00:18:20.159		147.548			4
2025.09.09	00:18:22.010	147.448	147.549			6
2025.09.09	00:18:23.242		147.548			4
2025.09.09	00:18:23.557	147.446				2
2025.09.09	00:18:23.858	147.448	147.549			6
2025.09.09	00:18:26.022	147.446	147.548			6
2025.09.09	00:18:28.180	147.448	147.549			6
2025.09.09	00:18:28.794	147.434				2
2025.09.09	00:18:53.764	147.436				2
2025.09.09	00:19:00.243	147.436				2
2025.09.09	00:19:06.404	147.434				2
2025.09.09	00:19:19.963	147.436				2
2025.09.09	00:19:20.271		147.548			4
2025.09.09	00:19:20.577	147.440	147.549			6
2025.09.09	00:19:23.052	147.438				2
2025.09.09	00:19:25.504		147.548			4
2025.09.09	00:19:31.664	147.440	147.549			6
2025.09.09	00:19:35.364	147.434				2
2025.09.09	00:19:46.763	147.436				2
2025.09.09	00:19:47.076	147.438				2
2025.09.09	00:19:48.924		147.548			4
2025.09.09	00:19:59.390	147.437	147.549			6
2025.09.09	00:20:00.011	147.437				2
2025.09.09	00:20:00.313		147.610			4
2025.09.09	00:20:05.856		147.611			4
2025.09.09	00:20:06.160	147.440				2
2025.09.09	00:20:06.779	147.436				2
2025.09.09	00:20:07.080		147.601			4
2025.09.09	00:20:07.397		147.610			4
2025.09.09	00:20:08.321	147.440	147.611			6
2025.09.09	00:20:09.863	147.438				2
2025.09.09	00:20:10.480	147.440	147.610			6
2025.09.09	00:20:10.790	147.442	147.607			6
2025.09.09	00:20:11.096	147.440	147.610			6
2025.09.09	00:20:12.024	147.442	147.611			6
2025.09.09	00:20:13.871		147.610			4
2025.09.09	00:20:15.421	147.440	147.611			6
2025.09.09	00:20:15.725	147.444				2
2025.09.09	00:20:18.499		147.608			4
2025.09.09	00:20:18.808	147.442	147.611			6
2025.09.09	00:20:19.117	147.444				2
2025.09.09	00:20:23.120	147.431	147.610			6
2025.09.09	00:20:24.357	147.456	147.611			6
2025.09.09	00:20:28.376	147.454	147.610			6
2025.09.09	00:20:28.687	147.468	147.611			6
2025.09.09	00:20:37.310	147.437	147.608			6
2025.09.09	00:20:37.620	147.435	147.611			6
2025.09.09	00:20:40.707	147.434				2
2025.09.09	00:20:41.014		147.610			4
2025.09.09	00:20:41.633	147.432	147.595			6
2025.09.09	00:20:42.767	147.452	147.600			6
2025.09.09	00:21:00.106	147.452				2
2025.09.09	00:21:03.823	147.466				2
2025.09.09	00:21:04.456	147.468				2
2025.09.09	00:21:06.306	147.433	147.610			6
2025.09.09	00:21:08.781		147.611			4
2025.09.09	00:21:10.016		147.610			4
2025.09.09	00:21:14.353	147.432				2
2025.09.09	00:21:17.747		147.611			4
2025.09.09	00:21:19.916		147.610			4
2025.09.09	00:21:25.172	147.470	147.611			6
2025.09.09	00:21:27.656	147.442				2
2025.09.09	00:21:27.959	147.444				2
2025.09.09	00:21:28.890		147.610			4
2025.09.09	00:22:00.121	147.444				2
2025.09.09	00:22:02.277	147.433	147.595			6
2025.09.09	00:22:13.134		147.600			4
2025.09.09	00:22:15.969	147.472				2
2025.09.09	00:22:19.943	147.440	147.610			6
2025.09.09	00:22:20.248	147.444	147.611			6
2025.09.09	00:22:28.285		147.610			4
2025.09.09	00:22:46.825	147.470	147.611			6
2025.09.09	00:22:52.076	147.438				2
2025.09.09	00:22:52.385		147.610			4
2025.09.09	00:22:57.665	147.442	147.611			6
2025.09.09	00:22:58.909	147.436				2
2025.09.09	00:23:00.151	147.436				2
2025.09.09	00:23:01.075	147.438				2
2025.09.09	00:23:01.388		147.610			4
2025.09.09	00:23:02.628	147.440	147.611			6
2025.09.09	00:23:03.553		147.610			4
2025.09.09	00:23:05.715	147.444	147.611			6
2025.09.09	00:23:13.774		147.610			4
2025.09.09	00:23:15.638	147.446	147.611			6
2025.09.09	00:23:19.958	147.472				2
2025.09.09	00:23:25.527	147.450				2
2025.09.09	00:23:42.228	147.431	147.610			6
2025.09.09	00:23:42.539	147.450	147.611			6
2025.09.09	00:23:48.427	147.431	147.610			6
2025.09.09	00:23:53.685		147.611			4
2025.09.09	00:24:00.174	147.431				2
2025.09.09	00:24:20.003	147.470				2
2025.09.09	00:24:20.309	147.436	147.607			6
2025.09.09	00:24:20.618	147.438				2
2025.09.09	00:24:21.869	147.440				2
2025.09.09	00:24:22.179	147.438				2
2025.09.09	00:24:24.350	147.440				2
2025.09.09	00:24:25.586	147.442				2
2025.09.09	00:24:26.209	147.460				2
2025.09.09	00:24:27.448	147.436	147.610			6
2025.09.09	00:24:27.752	147.442	147.611			6
2025.09.09	00:24:28.059	147.433	147.610			6
2025.09.09	00:24:28.365		147.611			4
2025.09.09	00:24:28.680		147.610			4
2025.09.09	00:24:28.990	147.434	147.611			6
2025.09.09	00:24:31.776		147.610			4
2025.09.09	00:24:32.395	147.436	147.611			6
2025.09.09	00:24:32.703		147.610			4
2025.09.09	00:24:38.269		147.611			4
2025.09.09	00:24:42.874	147.438	147.610			6
2025.09.09	00:24:48.396	147.440	147.611			6
